answer,assessment_stage,audio_file,block_index,chance_level,corpus_file_name,d,difficulty,image,item,item_id,item_uid,orig_item_num,prompt,randomize,required_selections,response_alternatives,source,task,task_dir,task_id,time_limit,trial_num,trial_type
5,test_response,number-line-prompt1,0,0.25,math-item-bank,,-0.2,,"0,1000",line2num-5-1000,math_line_5_1000,,Choose the number that is marked on the number line.,,,"155,205,275",Siegler,math,levante-math-dev,egma-math,5000,,Number Line 4afc
no,test_response,ToM-scene4-q3,4,0.5,theory-of-mind-item-bank,,,,4c_new3,ToM-scene4-q3,tom_deception_false_belief_2,31,Is Mother mad at Isabel?,no,,yes,ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,false_belief_question
Dn-000-silh,test_response,mental-rotation-prompt1,1,0.5,mental-rotation-item-bank,,3.01041744,,Dn-160,Dn-160,,33,Choose the matching picture.,,,"Dp-000-silh,Dn-000-silh",2d-duck,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,2D
tf3_38_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-corpus-retest,,,,tf3_38_M_ss2,tf3_38_M_ss2,matrix_set3_md_mat38,38,Choose the best pattern to fill in the blank.,,,"tf3_38_T2_ss2_md,tf3_38_T4_ss2_md,tf3_38_T3_ss2_md",MarsIB-itemset2-tf3,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
99-rainy,test_response,trog-item-99,,0.25,trog-item-bank,,,,"Her mom said it would be sunny. However, it rained heavily",trog-item-99,trog_conjcoord_say_sunny_however_rain,99,Touch the picture that shows...,,,"99-rainy-sun,99-stormy,99-sunny",Yeatman,TROG,levante-sentence-understanding-dev,trog,,,advanced conjunction coordinating
Dp-000-silh,test_response,mental-rotation-prompt1,1,0.5,mental-rotation-item-bank,,2.503478691,,Dp-200,Dp-200,mrot_2d_duck_160,34,Choose the matching picture.,,,"Dp-000-silh,Dn-000-silh",2d-duck,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,2D
ap17-000,test_response,mental-rotation-prompt1,3,0.5,mental-rotation-item-bank,,4.81830704,,ap17-280,ap17-280,,94,Choose the matching picture.,,,"an17-000,ap17-000",3D,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,3D
med-blue-square,test_response,same-different-selection-touch-square,0,0.25,same-different-selection-item-bank,,-4.9103763,,Choose the card with a square.,sds-dim-test-square,sds_dimensions_shape,,,,1,"med-blue-triangle,med-blue-circle,med-blue-star",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,2,test-dimensions
13,test_response,missing-number-prompt2,0,0.25,math-corpus-retest,,-2,,"3, 8, _, 18",math_missing_3_8_x_18,math_missing_3_8_x_18,44,What number goes here?,,,"16,14,10",EGMA,math,levante-math-dev,egma-math,5000,,Missing Number
9,test_response,number-line-prompt1,0,0.25,math-corpus-retest,,-0.5,,"0,10",math_line_9_10,math_line_9_10,,Choose the number that is marked on the number line.,,,"6,3,7",Zehra,math,levante-math-dev,egma-math,5000,,Number Line 4afc
,first_response,sds-2match-prompt1,2,0.5,same-different-selection-item-bank,,-3.8666332,,Touch two cards that are the same.,sds-fist3-5-first,sds_2match_choice1,,,,2,"med-yellow-square,sm-red-square,lg-yellow-triangle",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,5,2-match
1/2,test_response,addition-prompt2,1,0.25,math-corpus-retest,,0.5,,1/6+1/3,math_fraction_16_13,math_fraction_16_13_12,,Add the numbers.,,,"2/9,2/3,5/6",George,math,levante-math-dev,egma-math,5000,,Fraction
2,test_response,missing-number-prompt2,2,0.25,adult-reasoning-item-bank,-0.298,,,"_, 4, 6, 8",MD208-E1,ar_reason_4_6_8,5,What number goes here?,,,"0,1,3",HRS2010,adult-reasoning,levante-math-dev,adult-reasoning,,,Missing Number
tf3_9_T1_ss3_pd,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-corpus-retest,,,,tf3_9_M_ss3,tf3_9_M_ss3,matrix_set3_pd_mat9,9,Choose the best pattern to fill in the blank.,,,"tf3_9_T2_ss3_md,tf3_9_T4_ss3_md,tf3_9_T3_ss3_md",MarsIB-itemset2-tf3,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
hopscotch,test_response,vocab-item-034,1,0.25,vocab-item-bank,-2.7237,,,hopscotch,hopscotch,vocab_word_hopscotch,,,,,"chalk,funnel,jug",clip,vocab,levante-vocabulary-dev,vocab,,,test
33,test_response,number-line-slider-prompt1,2,0.1,math-item-bank,,-0.5,,"0,100",slider-33-100,math_slider_33_100,,Move the slider to the indicated number.,,,,Siegler,math,levante-math-dev,egma-math,5000,,Number Line Slider
,second_response,sds-2match-prompt2,2,,same-different-selection-item-bank,,-1.4383118,,Touch two pictures that are the same in a different way.,sds-fist4-3-second,sds_3match_choice2,,,,2,"med-red-star,med-blue-square-striped,med-blue-circle-4-gray,med-green-circle-2-black",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,3,3-match
sad,test_response,ToM-scene-11-q3-emotion_reasoning,11,0.25,CO-theory-of-mind-retest-A,,,,11c,ToM-scene-11-q3-emotion_reasoning,tom_reference_emotion_reasoning_1,,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,yes,,"scared,happy,proud",Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,emotion_reasoning_question
2,test_response,missing-number-prompt2,1,0.25,adult-reasoning-item-bank,-1.31,,,"5, 4, 3, _",MD205-B2,ar_reason_5_4_3_x,2,What number goes here?,,,"1,6,7",HRS2010,adult-reasoning,levante-math-dev,adult-reasoning,,,Missing Number
67,test_response,number-identification-32,0,0.25,math-corpus-retest,,-2.5,,67,math_identify_67,math_identify_67,,Choose the 67.,,,"63,27,23",Zehra,math,levante-math-dev,egma-math,5000,,Number Identification
17,test_response,addition-prompt2,1,0.25,math-item-bank,,-1.5,,9+8,9+8,math_add_9_8,59,Add the numbers.,,,"19,15,16",EGMA,math,levante-math-dev,egma-math,5000,,Addition
Rp-000-silh,test_response,mental-rotation-prompt1,1,0.5,mental-rotation-item-bank,,1.02125816,,Rp-120,Rp-120,,10,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,2D
sad,test_response,ToM-scene-11-q3-emotion_reasoning,11,0.25,theory-of-mind-retest-A,,,,11c,ToM-scene-11-q3-emotion_reasoning,tom_reference_emotion_reasoning_1,,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,yes,,"scared,happy,proud",Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,emotion_reasoning_question
an11-000,test_response,mental-rotation-prompt1,3,0.5,mental-rotation-item-bank,,4.20630406,,an11-320,an11-320,,89,Choose the matching picture.,,,"an11-000,ap11-000",3D,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,3D
bn8-000,test_response,mental-rotation-prompt1,3,0.5,mental-rotation-item-bank,,5.43506655,,bn8-240,bn8-240,,102,Choose the matching picture.,,,"bp8-000,bn8-000",3D,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,3D
496,test_response,multiplication-prompt2,1,0.25,math-corpus-retest,,0.3,,62 x 8,math_multiply_62_8,math_multiply_62_8,,Multiply the numbers.,,,"472,596,622",Zehra,math,levante-math-dev,egma-math,5000,,Multiplication
69-pencil-on-yellow-book,test_response,trog-item-69,,0.25,trog-item-bank,-2.726740827,,,the pencil is on the book that is yellow,trog-item-69,trog_relclause_pencil_on_book_that_yellow,69,Touch the picture that shows...,,,"69-pencil-on-red-book,69-red-book-on-pencil,69-yellow-book-on-pencil",Bishop1983,TROG,levante-sentence-understanding-dev,trog,,,relative clause
3,practice_response,number-line-prompt1,0,0.25,math-corpus-retest,,,,"0,10",math_line_3_10,,,Choose the number that is marked on the number line.,,,"5,6,1",Zach,math,levante-math-dev,egma-math,5000,,Number Line 4afc
6,test_response,subtraction-prompt2,1,0.25,math-corpus-retest,,-1.4,,9-3,math_subtract_9_3,math_subtract_9_3,,Subtract the numbers.,,,"7,4,5",Zehra,math,levante-math-dev,egma-math,5000,,Subtraction
,first_response,sds-2match-prompt1,2,,same-different-selection-item-bank,,-3.4771184,,Touch two pictures that are the same.,sds-fist4-7-first,sds_3match_choice1,,,,2,"med-red-star-striped,med-yellow-square-3-black,med-blue-star-3-gray,med-yellow-triangle-4",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,7,3-match
,instructions,ToM-scene-10-instruct1,10,,CO-theory-of-mind-retest-A,,,,10a,ToM-scene-10-instruct1,,,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought. There is one storybook for every kid.,no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
tf1_38_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-item-bank,,1.043,,tf1_38_M_ss1,tf1_38_M_ss1,matrix_set1_md_mat38,38,Choose the best pattern to fill in the blank.,,,"tf1_38_T2_ss1_md,tf1_38_T4_ss1_md,tf1_38_T3_ss1_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
87,test_response,number-identification-15,0,0.25,math-item-bank,,-2.5,,87,num-ident-87,math_identify_87,14,Choose the number you hear.,,,"67,78,77",EGMA,math,levante-math-dev,egma-math,5000,,Number Identification
Dp-000-silh,test_response,mental-rotation-prompt1,1,0.5,mental-rotation-item-bank,,0.4169967517,,Dp-320,Dp-320,mrot_2d_duck_040,40,Choose the matching picture.,,,"Dp-000-silh,Dn-000-silh",2d-duck,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,2D
posterior,test_response,vocab-item-154,1,0.25,vocab-item-bank,1.2671,,,posterior,posterior,vocab_word_posterior,,,,,"frontal,inferior,lateral",dutch,vocab,levante-vocabulary-dev,vocab,,,test
tf1_26_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-item-bank,,-1.328,,tf1_26_M_ss1,tf1_26_M_ss1,matrix_set1_md_mat26,26,Choose the best pattern to fill in the blank.,,,"tf1_26_T4_ss1_md,tf1_26_T2_ss1_md,tf1_26_T3_ss1_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
sm-blue-triangle,test_response,sds-prompt3,1,0.5,same-different-selection-item-bank,,-3.6418366,sm-yellow-circle,Here is another picture. Which of these is the same as this one?,sds-something-same-10-test,sds_same_same,,,,1,"sm-blue-triangle,lg-red-triangle",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,10,something-same-2
tf3_50_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-corpus-retest,,,,tf3_50_M_ss2,tf3_50_M_ss2,matrix_set3_md_mat50,50,Choose the best pattern to fill in the blank.,,,"tf3_50_T4_ss2_md,tf3_50_T2_ss2_md,tf3_50_T3_ss2_md",MarsIB-itemset2-tf3,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
yes,test_response,ToM-scene4-q6,4,0.5,theory-of-mind-item-bank,,,,4g,ToM-scene4-q6,tom_deception_reality_check_2,35,Is Mother mad at Isabel now?,no,,no,ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,reality_check_question
7,practice_response,missing-number-prompt2,1,0.25,adult-reasoning-item-bank,-1.836,,,"4, 5, 6, _",MD204-A2,,1,What number goes here?,,,"3,9,8",HRS2010,adult-reasoning,levante-math-dev,adult-reasoning,,,Missing Number
3,test_response,number-identification-45,3,0.33,math-item-bank,,5.864559,,3,num-ident-3,math_identify_3,,Choose the 3.,,,"6,2,11",Zach,math,levante-math-dev,egma-math,5000,,Number Identification
,second_response,sds-2match-prompt2,2,,same-different-selection-item-bank,,-1.4383118,,Touch two pictures that are the same in a different way.,sds-fist4-9-second,sds_3match_choice2,,,,2,"med-red-circle-4-gray,med-green-star,med-blue-star-4-striped,med-yellow-triangle-2-gray",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,9,3-match
,instructions,ToM-scene13-instruct2,13,,CO-theory-of-mind-retest-B,,,,13b,ToM-scene13-instruct2,,,"But while Gabriel was outside, someone used his pencil! After using Gabriel’s pencil, the person put the pencil in a basket.",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
2,practice_response,subtraction-prompt1,1,0.25,math-item-bank,,,,4-2,4-2,,,Subtract the numbers and choose the correct answer.,,,"0,3,6",Zach,math,levante-math-dev,egma-math,5000,,Subtraction
latch,test_response,vocab-item-036,1,0.25,vocab-item-bank,-1.8556,,,latch,latch,vocab_word_latch,,,,,"lock,microwave,umbrella",clip,vocab,levante-vocabulary-dev,vocab,,,test
tf1_16_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-item-bank,,1.957,,tf1_16_M_ss3,tf1_16_M_ss3,matrix_set1_md_mat16,16,Choose the best pattern to fill in the blank.,,,"tf1_16_T3_ss3_md,tf1_16_T2_ss3_md,tf1_16_T4_ss3_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
15,test_response,multiplication-prompt2,1,0.25,math-corpus-retest,,0.1,,5x3,math_multiply_5_3,math_multiply_5_3,,Multiply the numbers.,,,"10,8,20",Zehra,math,levante-math-dev,egma-math,5000,,Multiplication
P2n-000-silh,test_response,mental-rotation-prompt1,2,0.5,mental-rotation-item-bank,,4.125,,P2n-040,P2n-040,,,Choose the matching picture.,,,"P2p-000-silh,P2n-000-silh",2d-polygon2,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,
100-gray-plane-over-clouds,test_response,trog-item-100,,0.25,trog-item-bank,,,,The plane that is gray is above the clouds.,trog-item-100,trog_preploc_plane_gray_above_cloud,100,Touch the picture that shows...,,,"100-gray-plane-under-clouds,100-white-plane-over-clouds,100-white-plane-under-clouds",Yeatman,TROG,levante-sentence-understanding-dev,trog,,,advanced preposition location
,instructions,trog-instruct1,,,trog-item-bank,,,,,trog-instruct1,,0,"Now we're going to play a matching game! I'm going to say some words, and you touch the picture that goes with what I say. Ready?",,,,,TROG,levante-sentence-understanding-dev,trog,,,instructions
3/8,test_response,subtraction-prompt2,1,0.25,math-item-bank,,0.6,,4/8-1/8,4/8-1/8,math_fraction_48_18_38,,Subtract the numbers.,,,"3,3/4,3/0",George,math,levante-math-dev,egma-math,5000,,Fraction
,instructions,ToM-scene6-instruct2,6,,theory-of-mind-item-bank,,,,6b_new2,ToM-scene6-instruct2,,43,"Mom comes home and she tells Sam that she just walked by the shop. “Are they selling shirts?” Sam asks. “No,” mom says, “They are only selling shoes”. “Maria will probably now get shoes at the shop,” Sam says.",no,,,ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
,instructions,ToM-scene-15-instruct2,15,,theory-of-mind-retest-B,,,,15b,ToM-scene-15-instruct2,,,"Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush.",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
94,test_response,number-comparison-prompt2,0,0.5,math-item-bank,,-2.5,,"94, 78",num-comp-94,math_compare_94_78,28,Which is larger?,,,78,EGMA,math,levante-math-dev,egma-math,5000,,Number Comparison
587,test_response,number-identification-19,0,0.25,math-item-bank,,-2,,587,num-ident-587,math_identify_587,18,Choose the number you hear.,,,"687,87,507",EGMA,math,levante-math-dev,egma-math,5000,,Number Identification
831,test_response,number-line-prompt1,0,0.25,math-item-bank,,-0.2,,"0,1000",line2num-831-1000,math_line_831_1000,,Choose the number that is marked on the number line.,,,"781,931,631",Siegler,math,levante-math-dev,egma-math,5000,,Number Line 4afc
Rn-000-silh,test_response,mental-rotation-prompt1,1,0.5,mental-rotation-item-bank,,2.86886812,,Rn-160,Rn-160,,13,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,2D
tf3_79_T1_ss1_pd,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-corpus-retest,,,,tf3_79_M_ss1,tf3_79_M_ss1,matrix_set3_pd_mat79,79,Choose the best pattern to fill in the blank.,,,"tf3_79_T3_ss1_md,tf3_79_T4_ss1_md,tf3_79_T2_ss1_md",MarsIB-itemset2-tf3,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
turnstile,test_response,vocab-item-164,1,0.25,vocab-item-bank,,,,turnstile,turnstile,vocab_word_turnstile,,,,,"wiper,scalpel,weathervane",dutch,vocab,levante-vocabulary-dev,vocab,,,test
tf1_45_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,,,1.043,,tf1_45_M_ss2,tf1_45_M_ss2,,45,Choose the best pattern to fill in the blank.,,,"tf1_45_T2_ss2_md,tf1_45_T4_ss2_md,tf1_45_T3_ss2_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
120,test_response,missing-number-prompt2,0,0.25,math-corpus-retest,,-2,,"_, 110, 100, 90, 80",math_missing_x_110_100_90_80,math_missing_x_110_100_90_80,,What number goes here?,,,"130,140,150",Zehra,math,levante-math-dev,egma-math,5000,,Missing Number
sm-red-square,test_response,sds-prompt3,1,0.5,same-different-selection-item-bank,,-3.6418366,sm-yellow-triangle,Here is another picture. Which of these is the same as this one?,sds-something-same-5-test,sds_same_same,,,,1,"sm-red-square,lg-blue-square",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,5,something-same-2
tf1_40_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-item-bank,,1.108,,tf1_40_M_ss3,tf1_40_M_ss3,matrix_set1_md_mat40,40,Choose the best pattern to fill in the blank.,,,"tf1_40_T4_ss3_md,tf1_40_T2_ss3_md,tf1_40_T3_ss3_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
blue-black-diamond,test_response,matrix-reasoning-prompt1-part2-downex,0,0.25,,,,,downex_item_17,downex_item_17,,,Which one fits?,,,"blue-black-diamond-180,blue-black-diamond-90,blue-black-diamond-270",LEVANTE,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
artifact,test_response,vocab-item-121,1,0.25,vocab-item-bank,-0.6754,,,artifact,artifact,vocab_word_artifact,,,,,"honeycomb,crystal,herringbone",dutch,vocab,levante-vocabulary-dev,vocab,,,test
Dn-000-silh,test_response,mental-rotation-prompt1,1,0.5,mental-rotation-item-bank,,2.709860344,,Dn-200,Dn-200,mrot_2d_duck_160,35,Choose the matching picture.,,,"Dp-000-silh,Dn-000-silh",2d-duck,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,2D
